Enviado,Fecha,Tarea,Ruta,Prog. Inicial,Prog. Final,Maquinaria 1,ID1,N°ID1,Maquinaria 2,ID2,N°ID2,Maquinaria 3,ID3,N°ID3,Maquinaria 4,ID4,N°ID4,Maquinaria 5,ID5,N°ID5,Observaciones,Imágenes previas,Imágenes posteriores,km,Combustible (l),Mezcla asfáltica (tn)
si,22/9/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP51,"321,00","322,00",CAMIONETA,R.O.,26395,,,,,,,,,,,,,,22-09-25 RP51,,"1,00",,
si,22/9/2025,MANTENIMIENTO DE PAVIMENTOS,RP61,"138,00","142,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,31556,,,,,,,,22-09-25 RP61,,"4,00",,
si,22/9/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"319,00","321,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,31556,,,,,,,No se registran imágenes fotográficas.,,,"2,00",,
no,22/9/2025,CORTE DE PASTO,RP41,"160,00","164,00",TRACTOR,O.I.,9734,,,,,,,,,,,,,No se registran imágenes fotográficas.,,,"4,00",,
no,22/9/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP51,"322,00","323,00",CAMIONETA,R.O.,26395,,,,,,,,,,,,,,22-09-25 RP51,,"1,00",,
no,23/9/2025,CAMINOS RURALES,093-08,"22,00","24,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,No se registran imágenes fotográficas.,,,"2,00",,
no,23/9/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"320,00","330,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,31556,CAMIONETA,R.O.,44808,,,,,,,No se registran imágenes fotográficas.,,,"10,00",,
no,23/9/2025,CORTE DE PASTO,093-13,"6,00","10,00",TRACTOR,R.O.,21806,DESMALEZADORA,O.I.,21803,,,,,,,,,,,23-09-25 Cno. 093-13,,"4,00",,
no,24/9/2025,CAMINOS RURALES,093-08,"24,00","26,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,No se registran imágenes fotográficas.,,,"2,00",,
no,24/9/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"260,00","290,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,31556,,,,,,,No se registran imágenes fotográficas.,,,"30,00",,
no,24/9/2025,CALZADO DE BANQUINAS,093-13,"0,00","4,00",TRACTOR,R.O.,21806,DESMALEZADORA,O.I.,21803,,,,,,,,,,,24-09-25 Cno. 093-13 Rot. La Campana,,"4,00",,
no,24/9/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),093-13,"2,00","3,00",CAMIONETA,R.O.,26395,,,,,,,,,,,,,,,,"1,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
no,25/9/2025,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,0,,
si,1/10/2025,CORTE DE PASTO,093-08,"1,00","4,00",TRACTOR,O.I.,21503,,,,,,,,,,,,,No se registran imágenes fotográficas.,,,"3,00",,
si,1/10/2025,CORTE DE PASTO,093-08,"1,00","2,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,Desmalezado manual en acceso. No se registran imágenes fotográficas.,,,"1,00",,
si,1/10/2025,CORTE DE PASTO,RP51,"277,00","284,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,41020,,,,,,,No se registran imágenes fotográficas.,,,"7,00",,
si,2/10/2025,CORTE DE PASTO,093-08,"2,00","3,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,Desmalezado manual en acceso.,02-10-25 corte pasto Cno 093-08,,"1,00",,
si,2/10/2025,CORTE DE PASTO,RP51,"245,00","260,00",TRACTOR,R.O.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,,02-10-25 corte pasto RP51,,"15,00",,
si,2/10/2025,CORTE DE PASTO,093-13,"0,00","4,00",TRACTOR,R.O.,21503,,,,,,,,,,,,,No se registran imágenes fotográficas. Camino secundario 093-13 (no está registrado en la base de datos del formulario).,,,"4,00",,
si,2/10/2025,REPARACIÓN DE ALCANTARILLAS,RP46,"13,00","13,10",PALA CARGADORA FRONTAL,O.I.,22127,CAMIÓN,R.O.,41020,CAMIÓN,R.O.,18785,,,,,,,No se registran imágenes fotográficas.,,,"0,10",,
si,6/10/2025,CORTE DE PASTO,RP51,"230,00","245,00",TRACTOR,R.O.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,No se registran imágenes fotográficas.,,,"15,00",,
si,6/10/2025,MANTENIMIENTO DE PAVIMENTOS,093-03,"1,00","5,00",CAMIONETA,R.O.,44808,CAMIÓN,R.O.,41020,,,,,,,,,,No se registran imágenes fotográficas.,,,"4,00",,
si,7/10/2025,MANTENIMIENTO DE PAVIMENTOS,093-03,"0,00","7,00",CAMIONETA,R.O.,44808,CAMIÓN,R.O.,41020,,,,,,,,,,,07-10-25 bacheo Cno 093-03,,"7,00",,
si,7/10/2025,CORTE DE PASTO,RP51,"213,00","230,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,No se registran imágenes fotográficas.,,,"17,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
si,3/11/2025,CORTE DE PASTO,RP91,"0,00","10,00",TRACTOR,O.I.,9667,,,,,,,,,,,,,No se registran imágenes fotográficas.,,,"10,00",,
si,3/11/2025,CORTE DE PASTO,RP91,"10,00","25,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,No se registran imágenes fotográficas.,,,"15,00",,
si,3/11/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP91,"9,00","9,50",CAMIONETA,R.O.,26395,,,,,,,,,,,,,,03-11-25 RP91 alcantarilla y rot la campana,,"0,50",,
si,5/11/2025,CORTE DE PASTO,RP91,"25,00","35,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,No se registran imágenes fotográficas.,,,"10,00",,
si,6/11/2025,CORTE DE PASTO,RP51,"279,00","284,00",TRACTOR,O.I.,9667,,,,,,,,,,,,,No se registran imágenes fotográficas.,,,"5,00",,
si,6/11/2025,CORTE DE PASTO,RP91,"35,00","45,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,No se registran imágenes fotográficas.,,,"10,00",,
si,10/11/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"319,00","321,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,si,,"2,00",,
si,10/11/2025,CORTE DE PASTO,RP91,"45,00","52,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,No se registran imágenes fotográficas.,,,"7,00",,
si,11/11/2025,MANTENIMIENTO DE PAVIMENTOS,RP91,"41,00","45,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,No se registran imágenes fotográficas.,,,"4,00",,
si,11/11/2025,CORTE DE PASTO,RP61,"56,00","62,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,No se registran imágenes fotográficas.,,,"6,00",,
si,11/11/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"282,00","288,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,si,,"6,00",,
si,12/11/2025,CORTE DE PASTO,RP30,"280,00","288,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,El tramo ejecutado es en RP30 aunque el tag de la fotografía indica RP61 por referencias erróneas de Google Maps.,si,,"8,00",,
si,12/11/2025,CORTE DE PASTO,RP51,"283,00","293,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,44808,,,,,,,,,,La desmalezadora no cuenta con RO/OI indentificable,si,,"10,00",,
si,13/11/2025,REPARACIÓN DE ALCANTARILLAS,RP46,"16,00","16,01",CAMIÓN,R.O.,41020,PALA CARGADORA FRONTAL,O.I.,22127,CAMIONETA,R.O.,44808,,,,,,,,si,,"0,01",,
si,13/11/2025,CAMINOS RURALES,093-08,"4,00","7,00",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,,si,,"3,00",,
si,13/11/2025,CORTE DE PASTO,RP91,"42,00","52,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,Trayecto por mano opuesta (de progresiva superior a inferior),no,,"10,00",,
si,13/11/2025,CORTE DE PASTO,RP51,"293,00","303,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,29792,,,,,,,,,,,no,,"10,00",,
si,14/11/2025,CAMINOS RURALES,093-08,"7,00","10,00",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,,si,,"3,00",,
si,14/11/2025,CORTE DE PASTO,RP91,"26,00","42,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,,no,,"16,00",,
si,14/11/2025,CORTE DE PASTO,RP51,"303,00","313,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,29792,,,,,,,,,,,no,,"10,00",,
si,14/11/2025,REPARACIÓN DE ALCANTARILLAS,RP46,"16,00","16,01",CAMIÓN,R.O.,41020,PALA CARGADORA FRONTAL,O.I.,22127,CAMIONETA,R.O.,44808,,,,,,,,si,,"0,01",,
si,17/11/2025,CORTE DE PASTO,RP91,"10,00","26,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,29792,,,,,,,,no,,"16,00",,
si,18/11/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"415,00","425,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,si,,"10,00",,
si,18/11/2025,CORTE DE PASTO,RP91,"0,00","10,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,29792,,,,,,,,no,,"10,00",,
si,19/11/2025,CAMINOS RURALES,093-08,"10,00","13,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51426,,,,,,,,,,,si,,"3,00",,
si,19/11/2025,CORTE DE PASTO,093-13,"0,00","11,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,29792,,,,,,,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,no,,"11,00",,
si,19/11/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"423,00","430,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,si,,"7,00",,
si,19/11/2025,MANTENIMIENTO DE PAVIMENTOS,062-02,"0,00","4,00",CAMIÓN,R.O.,18736,,,,,,,,,,,,,,no,,"4,00",,
si,20/11/2025,CAMINOS RURALES,093-08,"13,00","15,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,,no,,"2,00",,
si,20/11/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"278,00","279,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,si,,"1,00",,
si,25/11/2025,CORTE DE PASTO,RP51,"313,00","323,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,29792,,,,,,,,,,,no,,"10,00",,
si,25/11/2025,CAMINOS RURALES,093-08,"15,00","18,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,,si,,"3,00",,
si,26/11/2025,CAMINOS RURALES,093-08,"18,00","22,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,,no,,"4,00",,
si,26/11/2025,MANTENIMIENTO DE PAVIMENTOS,RP40,"27,00","37,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,si,,"10,00",,
si,26/11/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP41,"193,00","193,10",CAMIONETA,R.O.,26395,,,,,,,,,,,,,,no,,"0,10",,
si,26/11/2025,CORTE DE PASTO,RP30,"272,00","282,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,29792,,,,,,,,no,,"10,00",,
si,27/11/2025,CORTE DE PASTO,RP30,"265,00","272,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,29792,,,,,,,,no,,"7,00",,
si,27/11/2025,CAMINOS RURALES,093-08,"18,00","22,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,,no,,"4,00",,
si,27/11/2025,MANTENIMIENTO DE PAVIMENTOS,RP40,"27,00","37,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,si,,"10,00",,
si,28/11/2025,CAMINOS RURALES,093-08,"22,00","24,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,,no,,"2,00",,
si,28/11/2025,CORTE DE PASTO,093-08,"1,00","4,00",TRACTOR,O.I.,21503,,,,,,,,,,,,,,si,,"3,00",,
si,28/11/2025,CORTE DE PASTO,RP30,"265,00","272,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,29792,,,,,,,Trayecto por mano opuesta (de progresiva superior a inferior),no,,"7,00",,
si,2/12/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"214,00","225,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,no,,"11,00",,
si,2/12/2025,CORTE DE PASTO,RP30,"272,00","287,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,Trayecto por mano opuesta (de progresiva superior a inferior),no,,"15,00",,
si,2/12/2025,CAMINOS RURALES,093-08,"24,00","26,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,,si,,"2,00",,
si,2/12/2025,CORTE DE PASTO,RP51,"323,00","333,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,26395,,,,,,,,,,,no,,"10,00",,
si,3/12/2025,CAMINOS RURALES,093-08,"26,00","27,50",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,,no,,"1,50",,
si,3/12/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"240,00","250,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,si,,"10,00",,
si,3/12/2025,CORTE DE PASTO,RP51,"333,00","340,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,26395,,,,,,,,,,,no,,"7,00",,
si,4/12/2025,CAMINOS RURALES,093-08,"27,50","29,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,,no,,"1,50",,
si,4/12/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"318,00","320,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,si,,"2,00",,
si,4/12/2025,MANTENIMIENTO DE PAVIMENTOS,RP61,"138,00","145,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,si,,"7,00",,
si,4/12/2025,CAMINOS RURALES,093-08,"29,00","31,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,Regreso por mano opuesta,no,,"2,00",,
si,4/12/2025,CORTE DE PASTO,RP51,"319,00","321,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,26395,,,,,,,,,,Desmalezado en Rotonda RP51-RP61,no,,"2,00",,
si,4/12/2025,CORTE DE PASTO,RP51,"265,00","276,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,,no,,"11,00",,
si,9/12/2025,CORTE DE PASTO,RP51,"250,00","265,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,31556,,,,,,,,no,,"15,00",,
si,9/12/2025,CORTE DE PASTO,RP51,"319,00","321,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,29792,,,,,,,,,,,no,,"2,00",,
si,9/12/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"279,00","280,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,no,,"1,00",,
si,10/12/2025,CORTE DE PASTO,RP51,"321,00","331,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,29792,,,,,,,,,,,no,,"10,00",,
si,10/12/2025,CORTE DE PASTO,RP51,"277,00","283,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,31556,,,,,,,,no,,"6,00",,
si,11/12/2025,CALZADO DE BANQUINAS,RP51,"264,00","265,00",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,,no,,"1,00",,
si,11/12/2025,CORTE DE PASTO,RP91,"0,50","9,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,31556,,,,,,,,no,,"8,50",,
si,11/12/2025,CORTE DE PASTO,RP51,"331,00","339,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,52501,,,,,,,,,,,no,,"8,00",,
si,11/12/2025,,RP91,"42,00","42,10",CAMIÓN,R.O.,41020,PALA CARGADORA FRONTAL,O.I.,22127,,,,,,,,,,Retiro de vehículos abandonados,no,,"0,10",,
si,12/12/2025,CALZADO DE BANQUINAS,RP51,"264,00","265,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,,no,,"1,00",,
si,12/12/2025,CORTE DE PASTO,RP91,"0,00","0,50",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,,,,,,,,,,Desmalezado en Rotonda RP51-RP91,no,,"0,50",,
si,12/12/2025,CORTE DE PASTO,RP51,"339,00","346,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,52501,,,,,,,,,,,no,,"7,00",,
si,12/12/2025,CORTE DE PASTO,093-13,"10,00","15,00",TRACTOR,O.I.,21503,,,,,,,,,,,,,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,no,,"5,00",,
si,16/12/2025,CORTE DE PASTO,RP51,"336,00","346,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,44808,,,,,,,,,,Trayecto por mano opuesta (de progresiva superior a inferior),no,,"10,00",,
si,16/12/2025,CORTE DE PASTO,RP51,"244,00","256,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,31556,,,,,,,,no,,"12,00",,
si,16/12/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP51,"279,50","279,60",CAMIONETA,O.I.,2918,,,,,,,,,,,,,,si,,"0,10",,
si,17/12/2025,CORTE DE PASTO,RP51,"230,00","244,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,31556,,,,,,,,no,,"14,00",,
si,17/12/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"386,00","420,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,no,,"34,00",,
si,17/12/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),093-08,"9,50","9,60",CAMIONETA,O.I.,2918,,,,,,,,,,,,,,si,,"0,10",,
si,18/12/2025,CORTE DE PASTO,RP51,"230,00","244,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,31556,,,,,,,,no,,"14,00",,
si,18/12/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"390,00","400,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,29792,,,,,,,,,,,no,,"10,00",,
si,18/12/2025,CORTE DE PASTO,RP51,"326,00","336,00",TRACTOR,O.I.,9667,CAMIONETA,R.O.,44808,,,,,,,,,,Trayecto por mano opuesta (de progresiva superior a inferior),no,,"10,00",,
si,19/12/2025,CORTE DE PASTO,RP51,"215,00","230,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,31556,,,,,,,,no,,"15,00",,
si,19/12/2025,MANTENIMIENTO DE PAVIMENTOS,RP61,"130,00","140,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,no,,"10,00",,
si,22/12/2025,MANTENIMIENTO DE PAVIMENTOS,093-03,"0,00","7,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,no,,"7,00",,
si,22/12/2025,CORTE DE PASTO,RP51,"225,00","240,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,31556,,,,,,,,no,,"15,00",,
si,22/12/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP51,"255,50","256,00",CAMIONETA,O.I.,2918,,,,,,,,,,,,,,si,,"0,50",,
si,23/12/2025,CORTE DE PASTO,093-08,"0,00","4,00",TRACTOR,O.I.,21503,,,,,,,,,,,,,,no,,"4,00",,
si,23/12/2025,CORTE DE PASTO,RP46,"23,00","34,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,31556,,,,,,,,no,,"11,00",,
si,29/12/2025,CORTE DE PASTO,RP46,"10,00","23,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,31556,,,,,,,,no,,"13,00",,
si,29/12/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"279,00","280,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,no,,"1,00",,
SI,5/1/2026,MANTENIMIENTO DE PAVIMENTOS,RP61,"138,00","148,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,NO,,"10,00",,
SI,5/1/2026,CORTE DE PASTO,RP41,"145,00","160,00",TRACTOR,O.I.,9734,,,,,,,,,,,,,,NO,,"15,00",,
SI,5/1/2026,CORTE DE PASTO,093-08,"3,00","4,00",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual,SI,,"1,00",,
SI,6/1/2026,MANTENIMIENTO DE PAVIMENTOS,RP51,"320,00","340,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,PALA CARGADORA FRONTAL,O.I.,22127,,,,,,,,NO,,"20,00",,
SI,6/1/2026,CORTE DE PASTO,RP41,"145,00","160,00",TRACTOR,O.I.,9734,,,,,,,,,,,,,Trayecto por mano opuesta (de progresiva superior a inferior),NO,,"15,00",,
SI,6/1/2026,CORTE DE PASTO,093-08,"1,50","3,00",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual,SI,,"1,50",,
SI,7/1/2026,CORTE DE PASTO,093-08,"0,50","1,50",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual,SI,,"1,00",,
SI,7/1/2026,MANTENIMIENTO DE PAVIMENTOS,RP51,"285,00","320,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,NO,,"35,00",,
SI,8/1/2026,MANTENIMIENTO DE PAVIMENTOS,093-03,"0,00","4,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,NO,,"4,00",,
SI,8/1/2026,CORTE DE PASTO,093-13,"7,00","10,00",TRACTOR,O.I.,21503,,,,,,,,,,,,,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,NO,,"3,00",,
SI,8/1/2026,CORTE DE PASTO,093-13,"7,00","8,00",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual. Camino secundario 093-13 (no está registrado en la base de datos del formulario).,NO,,"1,00",,
SI,9/1/2026,CORTE DE PASTO,093-13,"8,00","9,00",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual. Camino secundario 093-13 (no está registrado en la base de datos del formulario).,NO,,"1,00",,
SI,9/1/2026,MANTENIMIENTO DE PAVIMENTOS,093-03,"6,00","8,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,NO,,"2,00",,
