Enviado,Fecha,Tarea,Ruta,Prog. Inicial,Prog. Final,Maquinaria 1,ID1,N°ID1,Maquinaria 2,ID2,N°ID2,Maquinaria 3,ID3,N°ID3,Maquinaria 4,ID4,N°ID4,Maquinaria 5,ID5,N°ID5,Observaciones,Imágenes previas,Imágenes posteriores,km,Combustible (l),Mezcla asfáltica (tn)
si,5/6/2025,CORTE DE PASTO,RP51,"280,00","283,00",TRACTOR,R.O.,21503,DESMALEZADORA,O.I.,21502,,,,,,,,,,"desmalezado en rotonda ""La Gallareta""",,,"3,00",,
si,6/6/2025,CORTE DE PASTO,RP51,"283,00","286,00",TRACTOR,R.O.,21503,DESMALEZADORA,O.I.,21502,,,,,,,,,,"desmalezado en rotonda ""La Gallareta""",,,"3,00",,
si,6/6/2025,CORTE DE PASTO,RP91,"7,00","9,00",CAMIÓN,R.O.,26395,,,,,,,,,,,,,"desmalezado manual en rotonda ""La Campana""",,,"2,00",,
si,6/6/2025,CAMINOS RURALES,093-08,"0,00","2,00",MOTONIVELADORA,O.I.,22108,,,,,,,,,,,,,,,,"2,00",,
si,6/6/2025,CAMINOS RURALES,,,,CAMIÓN,R.O.,40990,,,,,,,,,,,,,traslado de Motoniveladora (Fiat Allis O.I.: 2066) con carretón (O.I.: 22121)  desde Lobos a Saladillo,,,"0,00",,
si,9/6/2025,CORTE DE PASTO,093-13,"8,00","8,50",CAMIONETA,R.O.,26395,,,,,,,,,,,,,Desmalezado manual en Puente Canal 16. Camino secundario 093-13 (no está registrado en la base de datos del formulario).,,,"0,50",,
si,9/6/2025,CAMINOS RURALES,093-08,"2,00","4,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,31556,,,,,,,,,,"mantenimiento de caminos rurales (camino a ""La Barrancosa"")",,,"2,00",,
si,9/6/2025,,,,,CAMIÓN,R.O.,41020,RETROEXCAVADORA,O.I.,2084,,,,,,,,,,traslado de Retroexcavadora (O.I.: 2084) con carretón (O.I.: 22121) a Las Flores,,,"0,00",,
si,9/6/2025,CORTE DE PASTO,RP91,"9,00","11,00",TRACTOR,O.I.,21503,DESMALEZADORA,O.I.,21502,,,,,,,,,,"desmalezado mecánico en sector de rotonda ""La Campana""",,,"2,00",,
si,10/6/2025,CORTE DE PASTO,093-13,"5,00","8,00",TRACTOR,O.I.,21503,DESMALEZADORA,O.I.,21502,,,,,,,,,,"desmalezado mecánico desde Rotonda ""La Campana"" hasta interesección de Cno. 093-05. Camino secundario 093-13 (no está registrado en la base de datos del formulario).",,,"3,00",,
si,10/6/2025,CAMINOS RURALES,093-08,"4,00","6,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,31556,MOTONIVELADORA,O.I.,2066,,,,,,,,,,"2,00",,
si,11/6/2025,CAMINOS RURALES,093-08,"6,00","8,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,31556,,,,,,,,,,,,,"2,00",,
si,11/6/2025,CORTE DE PASTO,093-13,,,TRACTOR,O.I.,21715,,,,,,,,,,,,,Disqueado de banquinas.,,,"0,00",,
si,11/6/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"423,00","436,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,37073,CAMIÓN,R.O.,52501,,,,,,,,,,"13,00",,
si,12/6/2025,CAMINOS RURALES,093-08,"8,00","10,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,31556,,,,,,,,,,,,,"2,00",,
si,12/6/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"418,00","423,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,37073,CAMIONETA,R.O.,52501,,,,,,,Bacheos en varios sectores a lo largo de la traza indicada. No se registran imágenes fotográficas.,,,"5,00",,
si,12/6/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),093-13,"8,00","9,00",CAMIONETA,R.O.,29792,,,,,,,,,,,,,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,,,"1,00",,
si,13/6/2025,CALZADO DE BANQUINAS,093-13,"4,00","7,00",PALA CARGADORA FRONTAL,O.I.,22127,,,,,,,,,,,,,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,,,"3,00",,
si,18/6/2025,CAMINOS RURALES,093-08,"10,00","12,00",MOTONIVELADORA,O.I.,22108,,,,,,,,,,,,,,,,"2,00",,
si,18/6/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"403,00","418,00",CAMIÓN,R.O.,41020,CAMIÓN,R.O.,40990,CAMIONETA,R.O.,37073,MINI CARGADORA,O.I.,21202,,,,Bacheos en varios sectores a lo largo de la traza indicada. No se registran imágenes fotográficas.,,,"15,00",,
si,19/6/2025,CAMINOS RURALES,093-08,"12,00","14,00",MOTONIVELADORA,O.I.,22108,,,,,,,,,,,,,,,,"2,00",,
si,19/6/2025,REPARACIÓN DE ALCANTARILLAS,RP30,,,CAMIÓN,R.O.,41020,,,,,,,,,,,,,"Traslado de maquinaria para mantenimiento (con carretón O.I.: 22121) de alcantarillas desde RP30 (El Gualicho, Las Flores) hasta RP51 (Lag. de Todos Los Santos, 25 de Mayo)",,,"0,00",,
si,23/6/2025,CAMINOS RURALES,093-08,"23,00","25,30",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,31556,,,,,,,,,,,Camanino 093-08 (Acc. La Barrancosa) 23-06-25,,"2,30",,
si,23/6/2025,CAMINOS RURALES,093-08,"0,00","3,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,31556,,,,,,,,,,,Camanino 093-08 (Acc. La Barrancosa) 23-06-25,,"3,00",,
si,24/6/2025,CAMINOS RURALES,093-08,"16,00","18,00",MOTONIVELADORA,R.O.,22108,CAMIONETA,R.O.,29792,,,,,,,,,,,,,"2,00",,
si,24/6/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),,,,CAMIONETA,R.O.,44808,,,,,,,,,,,,,falta indicar ruta y sector. No se envió actividad aún,,,"0,00",,
si,24/6/2025,MANTENIMIENTO DE PAVIMENTOS,RP40,"27,00","30,00",CAMIÓN,O.I.,41020,CAMIONETA,R.O.,31556,CAMIONETA,R.O.,52501,,,,,,,No se registran imágenes fotográficas,,,"3,00",,
si,25/6/2025,CAMINOS RURALES,093-08,"18,00","20,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,29792,,,,,,,,,,No se registran imágenes fotográficas,,,"2,00",,
si,25/6/2025,MANTENIMIENTO DE PAVIMENTOS,,,,CAMIÓN,O.I.,40990,,,,,,,,,,,,,Traslado de fresado (RAP) para reparación de baches en rutas de la Zona.,,,"0,00",,
si,26/6/2025,CAMINOS RURALES,093-08,"20,00","22,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51426,,,,,,,,,,,,,"2,00",,
si,26/6/2025,CAMINOS RURALES,,,,MOTONIVELADORA,O.I.,22108,CAMIÓN,R.O.,40990,,,,,,,,,,Traslado de maquinaria con carretón (O.I.: 22121) desde Cno. 093-08 hasta Zona VI.,,,"0,00",,
si,26/6/2025,MANTENIMIENTO DE PAVIMENTOS,,,,CAMIÓN,R.O.,40990,,,,,,,,,,,,,Traslado de fresado (RAP) para mantenimiento de baches,,,"0,00",,
si,26/6/2025,MANTENIMIENTO DE PAVIMENTOS,RP47,"5,00","20,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,51426,,,,,,,,,,No se registran imágenes fotográficas,,,"15,00",,
si,1/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"412,00","417,00",CAMIÓN,R.O.,44808,CAMIÓN,R.O.,41020,CAMIONETA,R.O.,26395,,,,,,,,01-07-25 RP30,,"5,00",,
si,1/7/2025,MANTENIMIENTO DE PAVIMENTOS,,,,CAMIÓN,R.O.,40990,,,,,,,,,,,,,Traslado de fresado (RAP) para reparación de baches en rutas de la Zona.,,,"0,00",,
si,2/7/2025,CAMINOS RURALES,093-08,"11,00","13,00",MOTONIVELADORA,O.I.,22108,,,,,,,,,,,,,,02-07-25 Cno. 093-08,,"2,00",,
si,2/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"408,00","415,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,,02-07-25 RP30,,"7,00",,
si,3/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"408,00","413,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,Continuación de tareas de bacheo del día 02/07/25,03-07-25 RP30,,"5,00",,
si,3/7/2025,CAMINOS RURALES,093-08,"13,00","15,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,36895,,,,,,,,,,,03-07-25 Cno. 093-08,,"2,00",,
si,4/7/2025,CAMINOS RURALES,,,,MOTONIVELADORA,O.I.,22108,CAMIÓN,R.O.,41020,,,,,,,,,,Traslado de maquinaria con carretón (O.I.: 22121) desde Cno. 093-08 hasta Zona VI.,,,"0,00",,
si,4/7/2025,CAMINOS RURALES,,,,MOTONIVELADORA,O.I.,2066,CAMIÓN,R.O.,41020,,,,,,,,,,Traslado de maquinaria con carretón (O.I.: 22121),,,"0,00",,
si,4/7/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP91,"30,00","40,00",CAMIÓN,R.O.,18785,,,,,,,,,,,,,Recolección de cartelería para reparación/recambio,,,"10,00",,
si,11/7/2025,CORTE DE PASTO,RP51,"287,00","287,20",CAMIONETA,R.O.,44808,,,,,,,,,,,,,Remoción de troncos en banquina,,,"0,20",,
si,14/7/2025,CORTE DE PASTO,RP51,"277,00","280,00",TRACTOR,O.I.,21503,TRACTOR,O.I.,9649,DESMALEZADORA,O.I.,21502,,,,,,,Corte de pasto en banquinas y en predio de Zona VI (CEVIS),,,"3,00",,
si,17/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"415,00","417,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,,RP30 17-07-25,,"2,00",,
si,18/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"414,00","418,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,Continuación de tareas de bacheo del día 17/07/25,18-07-25 RP30,,"4,00",,
si,18/7/2025,CAMINOS RURALES,109-07,"0,00","4,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,52501,,,,,,,,,,,18-07-25 Pedernales,,"4,00",,
si,21/7/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP41,"188,00","192,00",CAMIONETA,R.O.,51385,,,,,,,,,,,,,Colocación de señalización de curvas en acceso a Laguna de Navarro,,,"4,00",,
si,21/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"240,00","244,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,,,,"4,00",,
si,22/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP91,"9,00","12,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,,,,"3,00",,
si,23/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"418,00","420,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,,,,"2,00",,
si,23/7/2025,CAMINOS RURALES,093-08,"15,00","17,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,52501,,,,,,,,,,,,,"2,00",,
si,24/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"419,00","422,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,,,,"3,00",,
si,24/7/2025,CAMINOS RURALES,093-08,"17,00","19,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,52501,,,,,,,,,,,,,"2,00",,
si,28/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"422,00","425,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,,,"3,00",,
si,28/7/2025,CAMINOS RURALES,093-08,"19,00","21,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,52501,,,,,,,,,,,,,"2,00",,
si,29/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"425,00","427,00",CAMIONETA,R.O.,44808,CAMIÓN,R.O.,41020,,,,,,,,,,,,,"2,00",,
si,29/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"239,00","242,00",CAMIÓN,R.O.,40990,,,,,,,,,,,,,,,,"3,00",,
si,29/7/2025,CAMINOS RURALES,093-08,"21,00","23,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,31556,,,,,,,,,,,,,"2,00",,
si,30/7/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"237,00","239,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,,,"2,00",,
si,30/7/2025,CAMINOS RURALES,093-08,"23,00","25,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,51423,,,,,,,,,,,,,"2,00",,
si,4/8/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"318,00","319,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,,04-08-2025,,"1,00",,
si,4/8/2025,CORTE DE PASTO,RP51,"282,00","283,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,,,,,,,,,,"Corte de pasto en Rot. ""La Gallareta""",,,"1,00",,
si,4/8/2025,CORTE DE PASTO,RP91,"8,50","9,50",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,,,,,,,,,,"Corte de pasto en Rot. ""La Campana""",,,"1,00",,
si,5/8/2025,CAMINOS RURALES,093-08,"4,00","6,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,52501,,,,,,,,,,,05-08-25 093-08,,"2,00",,
si,5/8/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"333,00","340,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,05-08-25 RP51,,"7,00",,
si,5/8/2025,CORTE DE PASTO,RP91,"0,00","9,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,,,,,,,,,,,05-08-25 RP91,,"9,00",,
si,6/8/2025,CAMINOS RURALES,093-08,"6,00","8,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,31556,,,,,,,,,,,,,"2,00",,
si,6/8/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"278,00","279,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,,,,"1,00",,
si,6/8/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"317,00","320,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,,,,"3,00",,
si,6/8/2025,CORTE DE PASTO,RP51,"277,50","279,00",TRACTOR,O.I.,21715,,,,,,,,,,,,,Disqueado de banquinas.,,,"1,50",,
si,7/8/2025,MANTENIMIENTO DE PAVIMENTOS,093-03,"2,00","4,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIÓN,R.O.,18785,,,,,,,"Bacheo en ""Acc. a Del Carril""",,,"2,00",,
si,7/8/2025,CAMINOS RURALES,093-08,"8,00","10,00",MOTONIVELADORA,O.I.,22108,CAMIONETA,R.O.,31556,,,,,,,,,,,,,"2,00",,
si,7/8/2025,CALZADO DE BANQUINAS,RP51,"279,00","279,60",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,,,,"0,60",,
si,7/8/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP51,"256,00","257,00",CAMIONETA,R.O.,26395,,,,,,,,,,,,,,,,"1,00",,
si,7/8/2025,CORTE DE PASTO,RP91,"0,00","6,00",TRACTOR,O.I.,21715,DESMALEZADORA,O.I.,21803,,,,,,,,,,,,,"6,00",,
si,8/8/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"277,00","280,00",CAMIÓN,R.O.,18785,,,,,,,,,,,,,,,,"3,00",,
si,8/8/2025,MANTENIMIENTO DE PAVIMENTOS,093-03,"4,00","6,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,26395,,,,,,,,,,,,,"2,00",,
si,8/8/2025,CORTE DE PASTO,RP91,"8,00","10,00",TRACTOR,O.I.,21715,DESMALEZADORA,O.I.,21803,,,,,,,,,,,,,"2,00",,
si,11/8/2025,CORTE DE PASTO,093-13,"1,00","2,00",CAMIONETA,R.O.,26395,,,,,,,,,,,,,"Corte de ramas, desmalezado de cunetas. Camino secundario 093-13 (no está registrado en la base de datos del formulario).",,,"1,00",,
si,12/8/2025,CALZADO DE BANQUINAS,093-13,"0,00","0,20",MOTONIVELADORA,O.I.,2066,PALA CARGADORA FRONTAL,O.I.,22127,CAMIÓN,R.O.,41020,CAMIÓN,R.O.,18785,CAMIONETA,R.O.,37073,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,12-08-25,,"0,20",,
si,12/8/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP30,"263,00","264,00",CAMIONETA,R.O.,26395,,,,,,,,,,,,,,,,"1,00",,
si,13/8/2025,CALZADO DE BANQUINAS,093-13,"0,20","0,50",MOTONIVELADORA,O.I.,2066,PALA CARGADORA FRONTAL,O.I.,22127,CAMIÓN,R.O.,41020,CAMIÓN,R.O.,18785,CAMIONETA,R.O.,37073,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,13-08-25,,"0,30",,
si,14/8/2025,CALZADO DE BANQUINAS,093-13,"0,50","0,70",MOTONIVELADORA,O.I.,2066,PALA CARGADORA FRONTAL,O.I.,22127,CAMIÓN,R.O.,41020,CAMIÓN,R.O.,18785,CAMIONETA,R.O.,37073,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,14-08-25,,"0,20",,
si,14/8/2025,CAMINOS RURALES,RP44,"30,00","31,70",MOTONIVELADORA,O.I.,22108,,,,,,,,,,,,,,14-08-25 Villa Moll,,"1,70",,
si,15/8/2025,CAMINOS RURALES,RP44,"31,70","34,40",MOTONIVELADORA,O.I.,22108,,,,,,,,,,,,,,15-08-25 Navarro,,"2,70",,
si,18/8/2025,CALZADO DE BANQUINAS,093-13,"0,50","0,70",MOTONIVELADORA,O.I.,2066,PALA CARGADORA FRONTAL,O.I.,22127,CAMIÓN,R.O.,41020,CAMIÓN,R.O.,18785,CAMIONETA,R.O.,37073,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,,,"0,20",,
si,22/8/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"273,00","276,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,26395,CAMIONETA,R.O.,31556,,,,,,,,22-08-25 RP51,,"3,00",,
si,25/8/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"229,00","235,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,31556,CAMIONETA,R.O.,37073,,,,,,,,,,"6,00",,
si,26/8/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"220,00","225,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,31556,CAMIONETA,R.O.,37073,,,,,,,,,,"5,00",,
si,27/8/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"422,00","425,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,31556,,,,,,,,,,"3,00",,
si,27/8/2025,CALZADO DE BANQUINAS,093-13,"0,70","1,00",MOTONIVELADORA,O.I.,2066,PALA CARGADORA FRONTAL,O.I.,22127,CAMIÓN,R.O.,18785,CAMIONETA,R.O.,29792,,,,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,27-08-25 093-13,,"0,30",,
si,28/8/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"425,00","427,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,31556,,,,,,,,,,"2,00",,
si,28/8/2025,CALZADO DE BANQUINAS,093-13,"1,00","1,15",MOTONIVELADORA,O.I.,2066,PALA CARGADORA FRONTAL,O.I.,22127,CAMIÓN,R.O.,18785,CAMIONETA,R.O.,29792,,,,,,,"0,15",,
si,29/8/2025,CALZADO DE BANQUINAS,093-13,"1,10","1,20",MOTONIVELADORA,O.I.,2066,PALA CARGADORA FRONTAL,O.I.,22127,CAMIÓN,R.O.,18785,CAMIONETA,R.O.,29792,,,,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,29-08-25 093-13,,"0,10",,
si,2/9/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"427,00","430,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,26395,CAMIÓN,R.O.,31556,,,,,,,,02-09-25 RP30,,"3,00",,
si,3/9/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"340,00","345,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,,03-09-25 RP51,,"5,00",,
si,4/9/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"270,00","275,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,R.O.,26395,,,,,,,,04-09-25 RP30,,"5,00",,
si,5/9/2025,MANTENIMIENTO DE PAVIMENTOS,RP51,"278,00","279,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,31556,CAMIONETA,R.O.,26395,,,,,,,,,,"1,00",,
si,5/9/2025,MANTENIMIENTO DE PAVIMENTOS,093-02,"0,00","4,00",CAMIÓN,R.O.,18785,CAMIONETA,R.O.,29792,,,,,,,,,,,,,"4,00",,
si,8/9/2025,MANTENIMIENTO DE PAVIMENTOS,RP30,"265,00","270,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,31556,CAMIONETA,R.O.,26395,,,,,,,,,,"5,00",,
si,8/9/2025,CAMINOS RURALES,093-08,"0,00","4,00",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,,,,"4,00",,
si,9/9/2025,CAMINOS RURALES,093-08,"4,00","8,00",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,,09-09-25 093-08,,"4,00",,
si,9/9/2025,,RP51,"255,00","255,01",CAMIÓN,R.O.,41020,PALA CARGADORA FRONTAL,O.I.,22127,,,,,,,,,,Traslado de vehículo quemado en banquina con carretón (O.I.: 22121),09-09-25 RP51,,"0,01",,
si,9/9/2025,CALZADO DE BANQUINAS,RP51,"255,50","256,50",PALA CARGADORA FRONTAL,O.I.,22127,CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,09-09-25 RP51 Calzado banquinas,,"1,00",,
si,9/9/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP51,"256,00","256,70",CAMIONETA,R.O.,26395,,,,,,,,,,,,,,09-09-25 RP51 Señalización curva,,"0,70",,
si,9/9/2025,CORTE DE PASTO,RP51,"266,00","276,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,29792,,,,,,,,,,"10,00",,
si,10/9/2025,CORTE DE PASTO,093-08,"1,00","2,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,Desmalezado manual.,,,"1,00",,
si,10/9/2025,CAMINOS RURALES,093-08,"8,00","12,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,52501,,,,,,,,,,,10-09-25 093-08,,"4,00",,
si,10/9/2025,CORTE DE PASTO,RP51,"255,00","266,00",TRACTOR,O.I.,21715,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,,10-09-25 RP51 Corte de Paso y Señalización,,"11,00",,
si,10/9/2025,,RP51,"338,00","338,10",CAMIÓN,R.O.,41020,PALA CARGADORA FRONTAL,O.I.,22127,,,,,,,,,,Traslado de vehículo quemado en banquina con carretón (O.I.: 22121),10-09-25 RP51,,"0,10",,
si,10/9/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP51,"262,00","263,00",CAMIONETA,R.O.,26395,,,,,,,,,,,,,Colocación de señalización en curva.,10-09-25 RP51 Corte de Paso y Señalización,,"1,00",,
si,11/9/2025,CAMINOS RURALES,093-08,"12,00","14,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,52501,,,,,,,,,,,,,"2,00",,
si,11/9/2025,MANTENIMIENTO DE PAVIMENTOS,RP41,"139,00","145,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,CAMIONETA,O.I.,1307,,,,,,,,11-09-25 RP41,,"6,00",,
si,11/9/2025,CORTE DE PASTO,RP51,"250,00","255,00",TRACTOR,R.O.,21715,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,,,,"5,00",,
si,12/9/2025,CORTE DE PASTO,093-08,"1,00","1,20",CAMIONETA,R.O.,44808,,,,,,,,,,,,,Desmalezado manual.,12-09-25 093-08 ACC. EL CRISTO,,"0,20",,
si,12/9/2025,CORTE DE PASTO,RP51,"245,00","250,00",TRACTOR,O.I.,21715,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,No se registran imágenes fotográficas.,,,"5,00",,
si,12/9/2025,,RP51,"299,00","299,01",CAMIÓN,R.O.,41020,PALA CARGADORA FRONTAL,O.I.,22127,,,,,,,,,,Traslado de vehículo quemado en banquina con carretón (O.I.: 22121),12-09-25 RP51,,"0,01",,
si,12/9/2025,CAMINOS RURALES,093-08,"14,00","16,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,No se registran imágenes fotográficas.,,,"2,00",,
si,15/9/2025,CORTE DE PASTO,RP51,"240,00","245,00",TRACTOR,O.I.,21715,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,No se registran imágenes fotográficas.,,,"5,00",,
si,16/9/2025,CAMINOS RURALES,093-08,"16,00","18,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,,16-09-25 093-08,,"2,00",,
si,16/9/2025,CORTE DE PASTO,RP51,"220,00","240,00",TRACTOR,O.I.,21715,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,,16-09-25 RP51 y Cno. 093-08 Corte de pasto,,"20,00",,
si,16/9/2025,CORTE DE PASTO,093-08,"1,20","1,40",CAMIONETA,R.O.,29792,,,,,,,,,,,,,Desmalezado manual.,16-09-25 RP51 y Cno. 093-08 Corte de pasto,,"0,20",,
si,17/9/2025,CORTE DE PASTO,RP51,"214,00","220,00",TRACTOR,O.I.,21715,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,31556,,,,,,,No se registran imágenes fotográficas.,,,"6,00",,
si,17/9/2025,CAMINOS RURALES,093-08,"18,00","20,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,No se registran imágenes fotográficas.,,,"2,00",,
si,17/9/2025,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP51,"244,00","244,01",CAMIONETA,R.O.,26395,,,,,,,,,,,,,No se registran imágenes fotográficas.,,,"0,01",,
si,17/9/2025,CORTE DE PASTO,093-08,"1,40","1,60",CAMIONETA,R.O.,44808,,,,,,,,,,,,,Desmalezado manual. No se registran imágenes fotográficas.,,,"0,20",,
si,18/9/2025,CAMINOS RURALES,093-08,"20,00","22,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,No se registran imágenes fotográficas.,,,"2,00",,
