PARTIDO,PARTIDO_NOMBRE,N_SEGMENTOS,LONG_KM_ORIG,LONG_KM_WGS84,SEGMENTOS_REVISAR
0,TOTAL Zona Departamental VI Saladillo,9,132.07,130.54,0
