PARTIDO,PARTIDO_NOMBRE,N_SEGMENTOS,LONG_KM_ORIG,LONG_KM_WGS84,SEGMENTOS_REVISAR
0,TOTAL Zona Departamental VI Saladillo,11,193.44,188.79,1
